authors,title,year,dric
"(5) AD Akorsu, AO Britwum, S Bukari, BY Tachie, M Dankwah",Online ride-hailing drivers' organising for interest representation in Ghana,2023,NO
"(5) RG Dadzie, J Ampofo-Asiama, B Quaye, N Kizzie-Hayford, ...",Effect of beeswax coating on the quality of eggplant fruit during cold storage and optimization of coating conditions,2023,NO
"(3) N Kizzie-Hayford, J Akanson, J Ampofo-Asiama, EE Abano","Influence of partially substituting wheat flour with tiger nut flour on the physical properties, sensory quality, and consumer acceptance of tea, sugar, and butter bread",2023,NO
"(2) N Kizzie-Hayford, J Akanson, E Dankwa, J Ampofo-Asiama","Influence of Sprouting Duration on the Nutrient, Functional, and Phytochemical properties of Tiger nut flour and Bread",2023,NO
"(2) AS Adewumi, PA Asare, II Adejumobi, MO Adu, KJ Taah, S Adewale, ...",Multi-Trait Selection Index for Superior Agronomic and Tuber Quality Traits in Bush Yam (Dioscorea praehensilis Benth.),2023,YES
"(6) F Kumi, PB Obour, E Arthur, SE Moore, PA Asare, J Asiedu, ...","Quantifying root-induced soil strength, measured as soil penetration resistance, from different crop plants and soil types",2023,YES
"(1) A Weremfo, S Abassah-Oppong, F Adulley, K Dabie, S Seidu-Larry",Response surface methodology as a tool to optimize the extraction of bioactive compounds from plant sources,2023,NF
"(2) CO Hood, J Radjoko, SY Mensah, M Horvat","Spatial distribution of Hg in Pra River Basin, Southwestern Ghana using HF acid combination method",2023,NO
"(1) I Opoku-Ntim, AB Andam, CO Hood, PE Amponsah, S Nyarko",Update on the status of Women in Physics in Ghana,2023,NO
"(3) EK Essuman, E Teye, RG Dadzie, LK Sam-Amoah",Pesticide residues and unauthorized dyes as adulteration markers in chilli pepper and tomato,2023,NO
"(3) EK Essuman, E Teye, RG Dadzie, LK Sam-Amoah",Research Article Pesticide Residues and Unauthorized Dyes as Adulteration Markers in Chilli Pepper and Tomato,2023,NO
"(3) N Kizzie‐Hayford, EE Abano, J Akanson, E Dankwa, H Rohm, ...","Effects of sprouting duration on the nutrient, functional, and phytochemical properties of tiger nut flour, and the sensory properties of bread made thereof",2023,YES
"(1) James B. Orton, Samuel Tetteh, Ruphino Zugle, Aba Akebi Atta-Eyison",Experimental Crystal Structure Determination,2023,NF
"(2) AM Ogbon, R Afoakwah, KK Mireku, ND Tossavi, K MacKenzie","Parasites of Sardinella maderensis (Lowe, 1838)(Actinopterygii: Clupeidae) and their potential as biological tags for stock identification along the coast of West Africa",2023,YES
"(2) M Abedi, R Afoakwah, R Appiah, E Asante, F Arthur, S Khariyal",Optimization of the Superglue Fuming and Powder Technique for the Enhancement of Latent Fingerprints from Objects Submerged in Water: An Experimental Study in Ghana,2023,NO
"(2) I Okyere, EO Chuku, SA Dzantor, V Ahenkorah, R Adade",Capacity deficit and marginalisation of artisanal fishers hamper effective fisheries governance in Ghana: Insights and propositions for promoting sustainable small-scale fisheries,2023,NO
"(1) P Addai, I Okyere, JO Sarfo",Lecturer-Student Mentorship and Engagement in Student’s Organisational Citizenship Behaviour among University Students: Mediating Role of Supportive Institutional Policies,2023,NO
"(4) AM Ussif, DL Egbenya, JD Kusi, E Nyarko, P Quartey, I Boateng, ...",Assessing knowledge and awareness of COVID-19 among traders and sanitary workers in the Cape Coast Metropolis of Ghana,2023,NO
"(5) J Ekman, P Quartey, AM Ussif, N Ricklund, DL Egbenya, GA Wiafe, ...",Dynamics of pre-shift and post-shift lung function parameters among wood workers in Ghana,2023,NO
"(2) I Amoako, RK Siemoh, V Arhin, RK Annan-Brew, A Joseph, ...",Trainee Teachers Attitudes toward Macro-Teaching: Resource Impact and Mentors Perspectives.,2023,NO
"(1) M Boakye-Yiadom, C Leaver, Z Mansoor, MP Iocco",Management and Performance in Mid-Level Bureaucracies: Evidence from Ghanaian Education Districts,2023,NF
"(1) S Bell, M Asim, K Mundy, HP Nudzor, M Boakye-Yiadom, CM Adosi","How Do Regions, Districts, and Schools Respond to the Introduction of a Delivery Approach? Evidence from Ghana",2023,NF
"(1) M Fabunmi, NCP Ngibe, M Boakye-Yiadom, A Adebayo",Educational Supervision.,2023,NF
"(1) M Moore, Candace, JA Martin, M Boakye-Yiadom, K Mensah, Ebenezer",Higher Education in the Ghanaian Context (HEGC) Report: Call for Graduate Education in Student Affairs and Higher Education in Ghana.,2023,NF
"(4) WK Agbevanu, HP Nudzor, M Boakye-Yiadom, A Ampah-Mensah",Stakeholder Perspectives on the Assessment of Teaching and Teacher Training in Ghana’s Transnational Higher Education Landscape,2023,NO
"(1) I Adam, E Agyeiwaah, F Dayour",Decoding domestic tourism customers’ emotional responses to covid-19: A segmentation approach,2023,NO
"(1) I Adam, E Agyeiwaah, F Dayour",Migrant worker inclusion and psychological well-being: Insights from the hospitality and tourism workplace,2023,NO
"(1) E Agyei, I Agyei, Douglas Darko & Benning",Teaching Mathematics with Digital Technologies: A Situational Analysis of High School Teachers’ Experiences in Ghana,2023,NO
"(1) E Agyei, DD Agyei, I Benning",Teaching Mathematics with Digital Technologies: A Situational Analysis of High School Teachers’ Experiences in Ghana,2023,NO
"(1) S Mensah, I Kyei, C Kokuro, C Afriyie, M Nortey, E Agyei",C‐kit‐negative transmural gastrointestinal stromal tumor in the stomach: A rare case of upper GI bleeding in Ghana,2023,NF
"(1) ES Boye, DD Agyei",Effectiveness of problem-based learning strategy in improving teaching and learning of mathematics for pre-service teachers in Ghana,2023,NO
"(1) NS Adzifome, DD Agyei",Learning with mobile devices-insights from a university setting in Ghana,2023,NO
"(1) A Sawyerr, DD Agyei",Mathematics teachers’ use of ICT in classroom instruction: Exploring the will-skill-tool-pedagogy model in the Ghanaian context,2023,NO
"(2) RK Asomah, DD Agyei, FD Ntow",Developing in-service mathematics teachers’ pedagogical content knowledge and skills to teach trigonometry: Using cooperative teaching and learning approach,2023,NO
"(1) W Osei, DD Agyei",Teaching knowledge and difficulties of In-field and Out-of-field Junior High School mathematics teachers in algebra,2023,NO
"(1) K Effah, I Agbemafle, NO Essel, JE Amuah, EN Kotey, E Antwi-Boasiako, ...",Comparison of the AmpFire and MA-6000 polymerase chain reaction platforms for high-risk human papillomavirus testing in cervical precancer screening,2023,NO
"(1) K Effah, E Tekpor, CM Wormenor, JE Amuah, NO Essel, BH Atuguba, ...","Concurrent HPV DNA testing and a visual inspection method for cervical precancer screening: a practical approach from Battor, Ghana",2023,NO
"(1) K Effah, CM Wormenor, E Tekpor, JE Amuah, NOM Essel, I Gedzah, ...","Evaluating operational parameters of the careHPV, GeneXpert, AmpFire, and MA-6000 HPV systems for cervical precancer screening: Experience from Battor, Ghana",2023,NO
"(1) K Effah, JE Amuah, E Tekpor, CM Wormenor, BH Atuguba, S Sodzi-Tettey, ...",Quality assurance in cytology reporting in Ghana: an urgent call,2023,NO
"(1) K Effah, E Tekpor, JE Amuah, NOM Essel, S Kemawor, EAC Morkli, ...",Self-sampling and HPV DNA testing for cervical precancer screening in a cohort of nuns in Ghana: a cross-sectional cohort study,2023,NO
"(1) Y Dei-Adomakoh, K Effah, E Tekpor, S Crabbe, JE Amuah, CM Wormenor, ...","Cervical precancer screening with HPV DNA testing and mobile colposcopy in women with sickle cell disease in Accra, Ghana",2023,NO
"(1) K Effah, E Tekpor, GB Klutsey, HT Bannor, JE Amuah, CM Wormenor, ...","Antenatal and postnatal cervical precancer screening to increase coverage: experience from Battor, Ghana",2023,NO
"(1) E Amuah, EK Davis",Strategies and Procedural and Conceptual Knowledge of Addition of Unlike Denominator Fractions: The Case of Grade 8 Children in Two Districts of the Central Region of Ghana,2023,NO
"(3) K Akyeampong, C Adu-Yeboah, CY Kwaah, EA Avornyo, E Amuah, ...",Selected demographic variables as predictors of Ghanaian preservice teachers’ perceptions of the teacher licensure test,2023,NO
"(1) G Quansah, S Oppong, KE Agormedah",Moderating Role of Teacher Characteristics in the Relationship between Accounting Teachers’ Pedagogical Content Knowledge and Lesson Delivery,2023,NF
"(1) A Asante-Poku, ID Otchere, P Asare, S Osei-Wusu, E Koka, ...",Control of Zoonotic TB: The Need for Multidisciplinary One Health Framework,2023,NO
"(1) L Booi, S Gregory, K Bridgeman, K Willingham, M Davies, N Agyapong, ...","Protocol for the Next Generation brain health survey: an international survey of attitudes, understanding and exposure to brain health risk factors in young adults",2023,NO
"(1) S Tetteh, R Dei Mensah, CN Opata, GNYA Agyapong",Beyond monetary motivation: the moderation of Hofstede's cultural dimensions,2023,NO
"(1) A Amfo-Antiri, NAF Agyapong, L Cobbah",Dietary habits and nutritional challenges of the elderly in Ghana,2023,NO
"(2) A Benfo, F Zumesew, EB Akoto, E Ahiakwah, B Baidoo, NAF Agyapong, ...",Exploring the perspective of young adults about anaemia prevention; the contributions of knowledge about at-risk groups and consequences of anaemia,2023,NO
"(5) SO Aleboko, K Abdulai, J Ayensu, NAF Agyapong, AS Mohammed, ...","Knowledge, attitudes, and practices regarding anaemia among pregnant women attending antenatal clinic at the University of Cape Coast hospital in the Cape Coast Metropolis, Ghana",2023,NO
"(2) S Biri-Baidoo, NAF Agyapong, AS Mohammed, J Ayensu, SA Osman",Child welfare clinic attendance during the COVID-19 restriction era and the nutritional status of children,2023,NO
"(4) J Ayensu, MA Essuman, EEA Nyavowoyi, N Russell, NAF Agyapong, ...","Pica practice during pregnancy is associated with low maternal haemoglobin levels and gestational age among women in the Cape Coast Metropolis, Ghana",2023,NO
"(1) S Gregory, A Amfo‐Antiri, NAF Agyapong, M Davies, SO Danso, ...",Co‐production in the PREVENT Next Generation Study: methodology and outcomes,2023,NO
"(1) A Amfo-Antiri, NAF Agyapong, L Cobbah",Research Article Dietary Habits and Nutritional Challenges of the Elderly in Ghana,2023,NO
"(1) MA Wiafe, J Ayensu, GB Yeboah",Predictors of food variety and food consumption scores of adolescents living in a rural district in Ghana,2023,NO
"(1) C Obeng, F Jackson, S Amissah-Essel, C Nsiah-Asamoah, CA Perry, ...",Women's perspectives on human milk banking in Ghana: results from a cross-sectional study,2023,NO
"(2) J Setorglo, M Lenia, C Nsiah-Asamoah",Higher amounts of proximate and minerals in composite biscuit made from African locust beans pulp,2023,NO
"(2) I Posey, C Nsiah-Asamoah, M Klevor, E Ayifah, H Okronipa",P17-054-23 Food Insecurity Among Pregnant Adolescents and Adolescent Mothers in Ghana: A Cross-Sectional Study,2023,NF
"(3) PA Barnie, D Boison, B Amoani, S Zhaoliang",Biomarkers in Colon Cancer Metastasis,2023,NO
"(1) D Boison, PA Barnie, CA Adinortey, R Akrofi, QY Chen, J Gao",Dipyrromethene boron difluoride induces anti-proliferative effects on cancer cells,2023,NF
"(1) LSB Cynthia Ayefoumi Adinortey, Stephen K. Dolan, Sarah Doore, Rebeccah ...",The inaugural mBio Junior Editorial Board—lessons learned and the path forward toward improving the peer review process,2023,NF
(1) CA Adinortey,Wastewater as a key driver of AMR,2023,NF
"(5) MK Vowotor, SS Sackey, CLY Amuah, A Huzortey, IK Aboh, AA Druye",Analysis of seven micronutrients in breast milk of lactating mothers from the Central Region of Ghana using epithermal neutron activation,2023,NO
"(1) E Boamah, AA Druye",Understanding the information culture for self-management support of people living with diabetes in Ghana,2023,NO
"(1) CM Boso, AS Van Der Merwe, J Gross",Curriculum framework to facilitate critical thinking skills of undergraduate nursing students: A cooperative inquiry approach,2023,NO
"(1) BT Anang, G Dagunga, M Bosompem",Predictors of inoculant-based technology adoption by smallholder soybean farmers in northern Ghana: implications for soil fertility management,2023,NO
"(1) MV Motaung, M Bosompem, AO Mensah, PJ Kamanda",Women (Dis) Empowerment Status in Agriculture: The Case of Botswana Participants in Livestock Management and Infrastructure Development Programme,2023,NF
"(1) J Mensah, AN Mensah, G Awabil",Challenges in managing postgraduate distance education in a Sub-Saharan African higher education institution,2023,NO
"(1) A Cudjoe, MD Wilson, RD Ahedor, K Amegan-Aho, N Mensah, J Korpisah",The prevalence and causes of musculoskeletal pain among farmers in the Volta region of Ghana: a cross sectional study.,2023,NO
"(5) NK Mensah, RO Boadu, G Adzakpah, OU Lasim, RD Amuakwa, ...",Electronic health records post-implementation challenges in selected hospitals: A qualitative study in the Central Region of southern Ghana,2023,NO
"(2) J Kissi, C Annobil, NK Mensah, J Owusu-Marfo, E Osei, ZW Asmah",Telehealth services for global emergencies: implications for COVID-19: a scoping review based on current evidence,2023,NO
"(5) NK Mensah, G Adzakpah, J Kissi, RO Boadu, OU Lasim, MK Oyenike, ...",Health professional’s readiness and factors associated with telemedicine implementation and use in selected health facilities in Ghana,2023,NO
"(5) NK Mensah, G Adzakpah, J Kissi, RO Boadu, QK Acheampongmaa, ...",Perceived impact of digital health technology on health professionals and their work: a qualitative study in Southern Ghana,2023,NO
"(4) G Adzakpah, NK Mensah, RO Boadu, J Kissi, M Dogbe, M Wadere, ...",Determining patients’ willingness to pay for telemedicine services and associated factors amidst fear of coronavirus disease 2019 (COVID-19) in Ghana,2023,NO
"(1) G Adzakpah, D Dwomoh",Impact of digital health technology on health insurance claims rejection rate in Ghana: a quasi-experimental study,2023,NO
"(1) SKK Dery, FB da-Costa Vroom, CK Asem, G Adzakpah",Exploring factors influencing acceptability of online capacity building platform for HIV and AIDS monitoring and evaluation in Ghana,2023,NO
"(1) DO Ofori, E Bandauko, SK Kutor, A Odoi, AB Asare, T Akyea, G Arku",A Systematic Review of International and Internal Climate-Induced Migration in Africa,2023,NO
"(5) JO Amoah, T Addai-Mununkum, GY Oduro, A Odoi, JW Ansah, ...",Effects of COVID-19 on coastal livelihoods in the central region of Ghana,2023,NO
(1) A Odoi,African Women in Digital Spaces Redefining Social Movements on the Continent and in the Diaspora by Msia Kibona Clark and Wumpini Fatima Mohammed. Dar es Salaam: Mkuki na Nyota …,2023,NF
"(1) P Asiedu, E Gyamera, GZ Bumbie, DY Osei, FNA Odoi",Growth performance of pigs fed hatchery waste meal,2023,NO
"(1) K Obeng Duedu, E Ngozi Adejumo, M Appiah, E Akomanin Asiamah, ...",Performance of Body Adiposity Index and Relative Fat Mass in Predicting Bioelectric Impedance Analysis-Derived Body Fat Percentage: A Cross-Sectional Study among Patients with …,2023,NO
"(1) WK Gyasi, E Kwarteng-Nantwi, M Dery",The “Bossman” Factor Influence on Family Communication: The Perception of Married Women,2023,NO
"(1) A Gyasi-Gyamerah, C Quansah, F Annor, K Gyasi-Gyamerah",Is cohabitation a prerequisite for marriage?: Exploring Ghanaian emerging adults’ attitudes and intentions,2023,NO
"(1) WK Gyasi, E Kwarteng-Nantwi","Use of rhetorical strategies in counselling at the Counselling Centre, University of Cape Coast, Ghana",2023,NO
"(1) XA Owusu, PN Nyatuame",Murdering our promising babies: The Pan-African historical theatre festival (Panafest) factor,2023,NO
"(1) F Kumi, PB Obour, E Arthur, SE Moore, PA Asare, J Asiedu, ...","Quantifying root-induced soil strength, measured as soil penetration resistance, from different crop plants and soil types",2023,YES
"(1) GA Akolgo, F Uba, EA Awafo, KA Asosega, F Kemausuor, F Kumi, ...",Energy analysis for efficient mechanisation of palm oil extraction in Ghana: Targeting circular economy,2023,NO
"(1) L Han, M Mo, H Ma, F Kumi, H Mao",Design and test of a lateral-approaching and horizontal-pushing transplanting manipulator for greenhouse seedlings,2023,NO
"(1) L Han, M Mo, F Kumi, Y Liu, H Ma, H Mao",Development and Evaluation of a Walking type Two-row Semi-automatic Transplanter for Vegetable Plug Seedlings,2023,NF
"(1) EK Amewode, B Sefa-Ntiri, A Owusu, MK Vowotor, SS Sackey, F Kumi, ...",Investigation of Amended Sandy Soil’s water Retention Characteristics,2023,NF
"(5) EK Amewode, B Sefa-Ntiri, A Owusu, MK Vowotor, SS Sackey, F Kumi, ...",Investigation of Amended Sandy Soil's Water Retention Characteristics,2023,NF
"(2) BO Akyeaw, F Kumi, R Adade, B Ekumah, G Osei",UAV-based plant height estimation of maize cultivated using different varieties and sowing spacing,2023,NO
"(2) S Tetteh, A Ofori, A Quashie, S Jääskeläinen, S Suvanto",Modification of kaolinite/muscovite clay for the removal of Pb (II) ions from aqueous media,2023,NO
"(1) RPK Andoh, R Dei Mensah, S Tetteh, GN Boampong, K Adom-Nyankey, ...",Influence of employees’ perceptions of the uses and security of human resource records on employees’ attitude toward human resource records,2023,NO
(1) S Tetteh,"Geometric Analysis and DFT Study of 2, 2′-Dipyridylamine-Stabilized First-Row Transition-Metal Complexes",2023,NO
"(3) K Owusu, D Apaak, C Domfeh, AK Eshun","Knowledge and Teaching Competencies of Physical Education Teachers on Students with Special Needs in the Central Region, Ghana",2023,NF
"(1) J Cullen, A Ocloo, K Owusu, K Murphy, M Velasco, SJ Davies, ...",Opportunities and challenges of tertiary level ICT-based science education in Ghana,2023,NO
"(1) AO Achiaw, KA Owusu",Assessing Ghanaian primary school pupils’ scientific reasoning skills,2023,NO
"(1) D Wilmot, KA Owusu, EA Ayimbila",Corroborating Magnusson’s PCK model for teaching genetics at the Ghanaian senior high school level,2023,NO
"(1) D Wilmot, KA Owusu, JD Abraham, CA Agyei",Accounting for Expertise: Unravelling the Effects of Training and Experience on Pedagogical Content Knowledge in High School Genetics Instruction,2023,NO
"(1) TD Azu, GO Ofori, E Aniakwaa-Bonsu",Non-Pharmacologic management practices for Anaemia in Pregnancy: A scoping review,2023,NF
"(7) D Anokwah, E Asante-Kwatia, J Asante, D Obeng-Mensah, CA Danquah, ...","Antibacterial, Resistance Modulation, Anti-Biofilm Formation, and Efflux Pump Inhibition Properties of Loeseneriella africana (Willd.) N. Halle (Celastraceae) Stem …",2023,NO
"(2) KA Essel-Yorke, M Anim, BK Nyarko","Sedimentation assessment using hydrological simulation and bathymetry survey: The case of river Amissa drainage basin, Ghana",2023,NO
"(1) P Aovare, K Abdulai, A Laar, EL van der Linden, N Moens, E Richard, ...",Assessing the effectiveness of mHealth interventions for diabetes and hypertension management in Africa: systematic review and meta-analysis,2023,NO
"(1) K Abdulai, K Torpey, A Kotoh, A Laar",Assessing the diet quality of people living with HIV/AIDS in Ghana,2023,NF
"(1) S Bell, M Asim, K Mundy, HP Nudzor, MB Yiadom, CM Adosi","Understanding the delivery approach cascade to regions, districts and schools: Evidence from a deep dive in five districts in Ghana",2023,NF
"(1) GK Aboagye, B Asiedu-Boamah, O Imoro, DK Anhwere",Gender and Integration of Research into the Teaching of Business Courses: A Survey of Business Lecturers,2023,NF
"(1) J Prah, MA Bakr, M Youfegan-Baanam, K Nkrumah, O Lasim, E Ekanem, ...","Modeling Volatility Clustering in Daily Demand for Emergency Healthcare Services in The University of Cape Coast Hospital, Ghana: A Longitudinal Study",2023,NO
"(1) ET Ampofo, OM Karatepe, I Mensah, MT Wilberforce","The effect of employee recognition on restaurant employees’ job embeddedness, knowledge sharing and service orientation: abusive supervision as a moderator",2023,NO
"(1) GB Amoah, MK Minishi-Majanja",Ghanaian University Libraries' Preparedness for the Fourth Industrial Revolution.,2023,NO
"(1) FT Djankpa, AGB Amoah, FK Adzaku, E Aidoo, I Boateng",Assessing the vibration perception threshold in a community sample of adult Ghanaians,2023,NO
"(2) EKL Mantey, I Vanderpuye, L Asamani",An Assessment of Inclusive Education Experiences of Teacher-Trainees with Sensory Impairment in Colleges of Education in Ghana,2023,NO
"(1) M Amponsah Ansu, L Asamani, E Addae-Kyeremeh",Teacher instructional scaffolding improves the psychological capital of learners and boosts their self-regulated learning capabilities (71084),2023,NO
"(2) GT Odamtten, M Wiafe-Kwagyan, J Addo",MORPHOLOGICAL AND MORPHOMETRIC FEATURES OF THE COMMON RUSTGILL MUSHROOM (GYMNOPILUS PENETRANS (Fr; Fr) MURRAY) IN GHANA.,2023,NO
"(1) AF Amanfo, S Kyei, YD Boakye, CO Akoto, JK Addo, KO Yeboah, N Osafo",Research Article The Aqueous Stem Bark Extract of Alstonia boonei Exhibits Anticataract Activity in Sprague Dawley Rat,2023,NO
"(1) AF Amanfo, S Kyei, YD Boakye, CO Akoto, JK Addo, KO Yeboah, N Osafo",Research Article Anticataract Effect of the Aqueous Extract of the Flowers ofAspilia africana in Murine Model of Diabetic and Age-Related Cataracts,2023,NO
"(1) AJ De-Graft, TK Addo","VIOLENCE IN BUDUBURAM REFUGEE CAMP IN GHANA: FORMS, SOURCES, AND CONSEQUENCES",2023,NO
"(2) AF Amanfo, S Kyei, YD Boakye, CO Akoto, JK Addo, KO Yeboah, N Osafo",The Aqueous Stem Bark Extract of Alstonia boonei Exhibits Anticataract Activity in Sprague Dawley Rat,2023,NO
"(4) ACE Dias, D Armitage, PK Nayak, SL Akintola, EK Arizi, R Chuenpagdee, ...",From vulnerability to viability: A situational analysis of small-scale fisheries in Asia and Africa,2023,YES
"(1) HK Carroll, S Moore, AR Farooq, S Iqbal, DK Hadi, S O’Reilly",The impact of the COVID-19 pandemic on non-national doctors in Ireland,2023,NO
(1) GLA Dali,Litter production in two mangrove forests along the coast of Ghana,2023,NO
"(3) PK Essandoh, GLA Dali, IM Bryant",Medicinal plant use and integration of traditional healers into health care system: A case study at Ankasa Forest Reserve and catchment communities in Ghana,2023,NO
"(3) GLA Dali, DW Aheto, J Blay",Mangrove resource utilization and impacts in the Pra and Kakum estuaries of Ghana,2023,NO
"(5) AE Duncan, C Adokoh, M Osei-Marfo, S Barnie, AG Sakyi, J Adjei",Analysis and risk assessment of pharmaceutical residues in fish from three water bodies in Ghana,2023,NO
