authors,title,year,scholar_link
"(1) A Stephen Lenz, JC Watson, Y Luo, C Norris, A Nkyi",Cross-cultural validation of four positive psychology assessments for use with a Ghanaian population,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=OTQ08NAAAAAJ&pagesize=100&citation_for_view=OTQ08NAAAAAJ:Y0pCki6q_DkC
(1) KA Nkyi,Self-Esteem among junior high school students in the central region of Ghana.,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=OTQ08NAAAAAJ&pagesize=100&citation_for_view=OTQ08NAAAAAJ:M3ejUd6NZC8C
"(1) D Pester, S Lenz, JC Watson, J Dell’Aquila, A Nkyi",Evidence for use of a psychometric inventory of new college student adjustment with Ghanaian students: Implications for the professional globalization of counseling,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=OTQ08NAAAAAJ&pagesize=100&citation_for_view=OTQ08NAAAAAJ:Tyk-4Ss8FVUC
(1) M Traore,"Teaching Edwidge Danticat’s Brother, I’m Dying and The Farming of Bones: Experiences from a Class in Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=SOcVblQAAAAJ&pagesize=100&citation_for_view=SOcVblQAAAAJ:_kc_bZDykSQC
"(1) R Combey, P Quandahor, BA Mensah",Geometric morphometrics captures possible segregation occurring within subspecies Apis mellifera adansonii in three agro ecological zones,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zTrGe2wAAAAJ&pagesize=100&citation_for_view=zTrGe2wAAAAJ:sJsF-0ZLhtgC
"(1) P Quandahor, R Combey, BA Mensah",Impact of Eco-Zone Characteristics on Nest Behaviour of Subspecies Apis mellifera adansonii in Ghana,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zTrGe2wAAAAJ&pagesize=100&citation_for_view=zTrGe2wAAAAJ:4X0JR2_MtJMC
(1) R Combey,Basic Biology of Bees,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zTrGe2wAAAAJ&pagesize=100&citation_for_view=zTrGe2wAAAAJ:AHdEip9mkN0C
(1) R Combey,Apiary management,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zTrGe2wAAAAJ&pagesize=100&citation_for_view=zTrGe2wAAAAJ:F1b5ZUV5XREC
(1) VY Barku,Wound Healing-Current Perspectives,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:TFP_iSt0sucC
(1) VYA Barku,Wound Healing: Contributions from Plant Secondary Metabolite Antioxidants,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:M3ejUd6NZC8C
"(1) M Teye, VYA Barku, FF Yeboah","Proximate, mineral and phytochemical compositions of Vernonia amygdalina leaves grown under hot and humid tropical conditions",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:Wp0gIr-vW9MC
"(1) M Teye, VYA Barku, FF Yeboah","Proximate, mineral and phytochemical compositions of Vernonia amygdalina leaves grown under hot and humid tropical conditions",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=6U7UbiQAAAAJ&pagesize=100&citation_for_view=6U7UbiQAAAAJ:MXK_kJrjxJIC
"(1) EA Alex Boye, Appiagyei Kwaku Osei-Owusu, George Assumeng Koffuor, Victor ...",Assessment of polyscias fruticosa (L.) Harm (Araliaceae) leaf extract on male fertility in rats,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:Zph67rFs4hoC
"(1) EOA Du-Bois Asante, Isaac Tabiri Henneh, Desmond Omane Acheampong, Foster ...","Anti-inflammatory, anti-nociceptive and antipyretic activity of young and old leaves ofVernonia amygdalina",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DERRtVUAAAAJ&pagesize=100&citation_for_view=DERRtVUAAAAJ:IjCSPb-OGe4C
"(1) FA Bosompem, Martin and Acheampong",Organic fertilizers use by small scale vegetable farmers in Ejusu-Juaben Municipality in Ashanti region of Ghana.,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=9ibkWNsAAAAJ&pagesize=100&citation_for_view=9ibkWNsAAAAJ:_kc_bZDykSQC
"(1) H Hamill, K Hampshire, S Mariwah, D Amoako-Sakyi, A Kyei, M Castelli","Managing uncertainty in medicine quality in Ghana: the cognitive and affective basis of trust in a high-risk, low-regulation context",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Yy-aXUAAAAAJ&pagesize=100&citation_for_view=Yy-aXUAAAAAJ:WZBGuue-350C
"(1) M Hamill, Heather and Hampshire, Kate and Mariwah, Simon and Amoako-Sakyi ...","Managing uncertainty in medicine quality in Ghana: The cognitive and affective basis of trust in a high-risk, low-regulation context",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=MCp1xnwAAAAJ&pagesize=100&citation_for_view=MCp1xnwAAAAJ:0EnyYjriUFMC
(1) D Amoako-Sakyi,The Role of Genetic and Epigenetic Factors in Endothelial Damage and Repair among Ghanaian Children with Cerebral Malaria,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=MCp1xnwAAAAJ&pagesize=100&citation_for_view=MCp1xnwAAAAJ:QIV2ME_5wuYC
"(3) D Obiri-Yeboah, YA Awuku, G Adjei, O Cudjoe, AH Benjamin, E Obboh, ...",Post Hepatitis B vaccination sero-conversion among health care workers in the Cape Coast Metropolis of Ghana,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QLkeLsgAAAAJ&pagesize=100&citation_for_view=QLkeLsgAAAAJ:dshw04ExmUIC
"(5) D Obiri-Yeboah, Y Asante Awuku, J Adu, F Pappoe, E Obboh, P Nsiah, ...","Sero-prevalence and risk factors for hepatitis E virus infection among pregnant women in the Cape Coast Metropolis, Ghana",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cgs34hUAAAAJ&pagesize=100&citation_for_view=cgs34hUAAAAJ:4TOpqqG69KYC
"(2) K Dankwa, DO Siaw, EK Obboh, B Singh, SV Nuvor",Parasitic profile of fresh vegetables sold in selected markets of the Cape Coast Metropolis in Ghana,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=uM6CRgYAAAAJ&pagesize=100&citation_for_view=uM6CRgYAAAAJ:Wp0gIr-vW9MC
"(1) F Taale, C Kyeremeh",Drivers of households’ electricity expenditure in Ghana,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=B5CU1jkAAAAJ&pagesize=100&citation_for_view=B5CU1jkAAAAJ:Tyk-4Ss8FVUC
"(2) A Issahaku, F Taale, CA Adongo",Measuring negative tourist-to-tourist interaction: scale development and validation,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RuQE0LsAAAAJ&pagesize=100&citation_for_view=RuQE0LsAAAAJ:IWHjjKOFINEC
"(3) CA Adongo, F Taale, I Adam",Tourists' values and empathic attitude toward sustainable development in tourism,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=B5CU1jkAAAAJ&pagesize=100&citation_for_view=B5CU1jkAAAAJ:UeHWp8X0CEIC
"(3) JK Dankyi, VM Minadzi, V Mensah","Struggles and coping strategies of student mothers at the University of Cape Coast distance education, Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=i79ahu0AAAAJ&pagesize=100&citation_for_view=i79ahu0AAAAJ:d1gkVwhDpl0C
"(1) JK Dankyi, S Antwi-Danso, DG Dampson","Psychosocial Factors and Organisational Culture Influencing Academic Staff Job Satisfaction at University of Cape Coast, Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=i79ahu0AAAAJ&pagesize=100&citation_for_view=i79ahu0AAAAJ:qjMakFHDy7sC
"(4) LA Dankyi, VM Minadzi, JK Dankyi, F Senyametor","Causes and Management Of Stress Among Student Teachers: A Case Of University Of Cape Coast, Distance Education Centres In The Central Region Of Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=i79ahu0AAAAJ&pagesize=100&citation_for_view=i79ahu0AAAAJ:2osOgNQ5qMEC
(1) JE Laryea,"Influence of personality trait and learning style on academic performance of diploma in basic education distance learners of university of Cape Coast, Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=O69gFngAAAAJ&pagesize=100&citation_for_view=O69gFngAAAAJ:ufrVoPGSRksC
"(1) E Laryea, J. E., Ocansey, F., & Nyarko-Sampson",Influence of personality traits and learning styles on distance learners’ academic performance in University of Cape Coast.,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=oG8K8xzKj0wC&pagesize=100&citation_for_view=oG8K8xzKj0wC:R3hNpaxXUhUC
(1) JE Laryea,Influence of personality-traits and learning styles on distance learners’ academic performance in University of Cape Coast,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=O69gFngAAAAJ&pagesize=100&citation_for_view=O69gFngAAAAJ:2osOgNQ5qMEC
"(1) SKM Agblorti, MR Grant",Conceptualising obstacles to local integration of refugees in Ghana,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1w6_VXEAAAAJ&pagesize=100&citation_for_view=1w6_VXEAAAAJ:Fu2w8maKXqMC
"(1) M Oteng-Ababio, A Tanle, ST Amoah, L Kusi, EA Kosoe, E Bagson","‘Informal exceptionalism?’Labour migrants’ creative entrepreneurship for sustainable livelihoods in Accra, Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=b-6a-YUAAAAJ&pagesize=100&citation_for_view=b-6a-YUAAAAJ:bz8QjSJIRt4C
"(2) E Yendaw, A Tanle, A Kumi-Kyereme",Analysis of livelihood activity amongst itinerant west African migrant traders in the Accra metropolitan area,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=b-6a-YUAAAAJ&pagesize=100&citation_for_view=b-6a-YUAAAAJ:_FM0Bhl9EiAC
"(1) D Takyiakwaa, A Tanle",‘We are Each Other’s Keeper’: Migrant Associations and Integration in Urban Africa,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JgxZFpQAAAAJ&pagesize=100&citation_for_view=JgxZFpQAAAAJ:UeHWp8X0CEIC
"(3) G Porter, K Hampshire, A Abane, A Munthali, E Robson, A Tanle, ...","Connecting with home, keeping in touch: physical and virtual mobility across stretched families in sub-Saharan Africa",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=b-6a-YUAAAAJ&pagesize=100&citation_for_view=b-6a-YUAAAAJ:PVjk1bu6vJQC
"(1) HP Nudzor, G Oduro, RS Bosu, M Amakyi, YA Ankomah, M Bakah, et al..",Investigating transnational education (TNE) partnerships and the environment of distance learning in higher education institutions (HEIs) in Ghana.,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=IRdK0E0AAAAJ&pagesize=100&citation_for_view=IRdK0E0AAAAJ:R3hNpaxXUhUC
"(2) J Nunoo, KN Darfor, I Koomson, A Arthur",Employment security and workers’ moonlighting behavior in Ghana,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Yr7a1J8AAAAJ&pagesize=100&citation_for_view=Yr7a1J8AAAAJ:W7OEmFMy1HYC
(1) GA JNR.,Ghana’s Neo-prophetic Pentecostal/Charismatic Christianity: Future Prospects,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=gdQsbegAAAAJ&pagesize=100&citation_for_view=gdQsbegAAAAJ:nb7KW1ujOQ8C
"(1) P Afful-Arthur, CK Filson","Information needs and information- seeking behaviour of automechanics in Siwdu, Cape Coast, Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=veTQnO8AAAAJ&pagesize=100&citation_for_view=veTQnO8AAAAJ:ufrVoPGSRksC
"(2) V Mensah, P Afful-Arthur",Knowledge and accessibility of library resources and support services by distance learners: a study of University of Cape Coast Library,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=kb9tHlkAAAAJ&pagesize=100&citation_for_view=kb9tHlkAAAAJ:d1gkVwhDpl0C
"(1) G Tachie-Donkor, P Afful-Arthur, C Filson",Learning from cradle to grave: Attaining SDG Goal 4 to ensure lifelong learning by schools and academic libraries in Ghana,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=veTQnO8AAAAJ&pagesize=100&citation_for_view=veTQnO8AAAAJ:KlAtU1dfN6UC
"(1) AK Barfi, P Afful-Arthur","Information and Communication Technology facilities usage in Colleges of Education: a case study of Ola College of Education, Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=veTQnO8AAAAJ&pagesize=100&citation_for_view=veTQnO8AAAAJ:_FxGoFyzp5QC
"(1) KA Barfi, P Afful-Arthur, AE Manu",Utilization of library resources by lecturers in University of Cape Coast,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ue8f3LQAAAAJ&pagesize=100&citation_for_view=ue8f3LQAAAAJ:2osOgNQ5qMEC
"(1) KA Barfi, P Afful-Arthur",Accessibility and postgraduate students use of electronic resources in University of Cape Coast,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ue8f3LQAAAAJ&pagesize=100&citation_for_view=ue8f3LQAAAAJ:Y0pCki6q_DkC
"(1) AK Barfi, P Afful-Arthur",Accessibility and postgraduate use of electronic resources in University of Cape Coast,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=veTQnO8AAAAJ&pagesize=100&citation_for_view=veTQnO8AAAAJ:roLk4NBRz8UC
"(1) G Bosomtwi-Amoah, P Afful-Arthur, E Martin-Yeboah","Performance management in libraries: evidence from University of Cape Coast Library, Ghana",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=veTQnO8AAAAJ&pagesize=100&citation_for_view=veTQnO8AAAAJ:LkGwnXOMwfcC
"(2) G Bosomtwi-Amoah, P Afful-Arthur, E Martin-Yeboah","Performance management in libraries: evidence from University of Cape Coast library, Ghana",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3UIgBEwAAAAJ&pagesize=100&citation_for_view=3UIgBEwAAAAJ:eQOLeE2rZwMC
(1) CK Filson,Comparative study of collection management practices of academic libraries,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QzBhdasAAAAJ&pagesize=100&citation_for_view=QzBhdasAAAAJ:UeHWp8X0CEIC
(1) CK Filson,Collection management influence on usage of library materials,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QzBhdasAAAAJ&pagesize=100&citation_for_view=QzBhdasAAAAJ:MXK_kJrjxJIC
"(1) DD Agyei, SM Adu, EA Yeboah, G Tachie-Donkor","Establishing the knowledge of health information among adolescent postpartum mothers in rural communities in the Denkyembour District, Ghana",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=PfN8FGcAAAAJ&pagesize=100&citation_for_view=PfN8FGcAAAAJ:UeHWp8X0CEIC
(1) D Atuase,Adoption of cloud computing by academic libraries for research data protection,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tHa0-e8AAAAJ&pagesize=100&citation_for_view=tHa0-e8AAAAJ:IjCSPb-OGe4C
"(1) E Ankrah, R Agbodza, D Atuase",Library management systems in public academic libraries in Ghana: Situations and challenges,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tHa0-e8AAAAJ&pagesize=100&citation_for_view=tHa0-e8AAAAJ:zYLM7Y9cAGgC
"(2) E Martin-Yeboah, D Atuase",Old wine in new bottle? Users’ perception of the librarian in contemporary information era,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3UIgBEwAAAAJ&pagesize=100&citation_for_view=3UIgBEwAAAAJ:Y0pCki6q_DkC
"(1) E Ankrah, D Atuase",The use of electronic resources by postgraduate students of the University of Cape Coast,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tHa0-e8AAAAJ&pagesize=100&citation_for_view=tHa0-e8AAAAJ:9yKSN-GCB0IC
(1) D Atuase,"Gender Equality and Women Empowerment in Ghana, the Role of Academic Libraries.",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tHa0-e8AAAAJ&pagesize=100&citation_for_view=tHa0-e8AAAAJ:qjMakFHDy7sC
"(1) M Adusei-Mensah, F., Henneh, I. T., & Ekor","Pesticide residue and health risk analysis of Six Commonly Used Herbal Medicinal Products in Kumasi, Ghana",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DERRtVUAAAAJ&pagesize=100&citation_for_view=DERRtVUAAAAJ:UebtZRa9Y70C
"(1) PB Tetteh-Quarcoo, BK Akuetteh, IA Owusu, SE Quayson, SK Attah, ...",Research Article Cytological and Wet Mount Microscopic Observations Made in Urine of Schistosoma haematobium-Infected Children: Hint of the Implication in Bladder Cancer,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=nTwvKa8AAAAJ&pagesize=100&citation_for_view=nTwvKa8AAAAJ:isC4tDSrTZIC
"(1) Mercy Kou Lah, Selorm Akaba, Martin Bosompem, Edward Ntifo-Siaw","Public and Private Extension Services Delivery to Cassava Farmers in Sanniquellie and Saclepea Mahn Districts in Nimba County, Liberia",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=9ibkWNsAAAAJ&pagesize=100&citation_for_view=9ibkWNsAAAAJ:8k81kl-MbHgC
(1) M Bosompem,Predictors of Ex-Ante Adoption of Precision Agriculture Technologies by Cocoa Farmers in Ghana,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=9ibkWNsAAAAJ&pagesize=100&citation_for_view=9ibkWNsAAAAJ:YOwf2qJgpHMC
"(3) S Ocansey, GO Ogbomo, EK Abu, EKA Morny, O Adjei-Boye","Profile, knowledge, and attitude of contact lens users regarding contact lens wear in Ghana",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fg-gY1YAAAAJ&pagesize=100&citation_for_view=Fg-gY1YAAAAJ:_B80troHkn4C
"(1) GO Adjei, SK Amponsah, BQ Goka, C Enweronu-Laryea, L Renner, ...",Population pharmacokinetic estimates suggest elevated clearance and distribution volume of desethylamodiaquine in pediatric patients with sickle cell disease treated with …,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QLkeLsgAAAAJ&pagesize=100&citation_for_view=QLkeLsgAAAAJ:BzfGm06jWhQC
"(4) D Blankson, E Asare-Bediako, KA Frimpong, E Ampofo, KJ Taah, ...","Incidence and severity of maize streak disease: The influence of tillage, fertilizer application and maize variety",2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fqa6_8MAAAAJ&pagesize=100&citation_for_view=Fqa6_8MAAAAJ:kNdYIx-mwKoC
"(1) A Stuart, D Obiri-Yeboah, Y Adu-Sarkodie, A Hayfron-Benjamin, ...",Knowledge and experience of a cohort of HIV-positive and HIV-negative Ghanaian women after undergoing human papillomavirus and cervical cancer screening,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zoga0cAAAAAJ&pagesize=100&citation_for_view=zoga0cAAAAAJ:LWqeokA2EBkC
"(2) A Stuart, D Obiri-Yeboah, Y Adu-Sarkodie, A Hayfron-Benjamin, ...",Knowledge and experience of a cohort of HIV-positive and HIV-negative Ghanaian women after undergoing human papillomavirus and cervical cancer screening,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cgs34hUAAAAJ&pagesize=100&citation_for_view=cgs34hUAAAAJ:M3NEmzRMIkIC
